breach_id,breach_location_id,scenario_id,scenario_name,return_period,discharge_m3s,breach_name,dijkring,river,damage_MEUR,victims,affected,model_resolution,initial_breach_width,max_breach_width,breach_growth_method,scenario_layer,map_id,id,breachtypes_id,dijkringareas_id,openwaters_id,name,code,x,y,notify,lt30,f30t300,f300t3000,f3000t30k,gt30k,dreigende_overstroming,geometry_type,geometry_x,geometry_y
3330,3330,12344,32_Kleine Molenpolder 1/40000_standaard,40000,,Wszui - dp 120,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,24,0,216,"25,0","10,0", , ,scenario_12344,3257,3330,2,33.0,112,Wszui - dp 120,PRIM,65237,374940,,0,0,1,1,1,0.0,Point,65237,374940
3331,3331,12422,31_Kruispolder 1/400_standaard,400,,Wszui - dp 145,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,72,1,656,"25,0","10,0", , ,scenario_12422,3215,3331,2,33.0,112,Wszui - dp 145,PRIM,63172,375879,,0,0,1,1,2,0.0,Point,63172,375879
3331,3331,12310,31_Kruispolder 1/4000_standaard,4000,,Wszui - dp 145,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,170,5,1519,"25,0","10,0", , ,scenario_12310,3208,3331,2,33.0,112,Wszui - dp 145,PRIM,63172,375879,,0,0,1,1,2,0.0,Point,63172,375879
3331,3331,12343,31_Kruispolder 1/40000_standaard,40000,,Wszui - dp 145,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,370,15,2984,"25,0","10,0", , ,scenario_12343,3194,3331,2,33.0,112,Wszui - dp 145,PRIM,63172,375879,,0,0,1,1,2,0.0,Point,63172,375879
3331,3331,12553,31_Kruispolder 1/400000 standaard,400000,,Wszui - dp 145,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,680,44,6438,"25,0","10,0", , ,scenario_12553,3182,3331,2,33.0,112,Wszui - dp 145,PRIM,63172,375879,,0,0,1,1,2,0.0,Point,63172,375879
3332,3332,12421,30_Wilhelmuspolder 1/400_standaard,400,,Wszui - dp 170,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,70,1,192,"25,0","10,0", , ,scenario_12421,3175,3332,2,33.0,112,Wszui - dp 170,PRIM,61304,376916,,0,0,1,1,1,0.0,Point,61304,376916
3332,3332,12309,30_Wilhelmuspolder 1/4000_standaard,4000,,Wszui - dp 170,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,220,4,2921,"25,0","10,0", , ,scenario_12309,3168,3332,2,33.0,112,Wszui - dp 170,PRIM,61304,376916,,0,0,1,1,1,0.0,Point,61304,376916
3332,3332,12342,30_Wilhelmuspolder 1/40000_standaard,40000,,Wszui - dp 170,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,360,13,3394,"25,0","10,0", , ,scenario_12342,3161,3332,2,33.0,112,Wszui - dp 170,PRIM,61304,376916,,0,0,1,1,1,0.0,Point,61304,376916
3333,3333,12420,29_Noorddijkpolder 1/400_standaard,400,,Wszui - dp 190,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,350,11,3335,"25,0","10,0", , ,scenario_12420,2906,3333,2,33.0,112,Wszui - dp 190,PRIM,60574,378493,,0,0,1,1,1,0.0,Point,60574,378493
3333,3333,12308,29_Noorddijkpolder 1/4000_standaard,4000,,Wszui - dp 190,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,420,17,3567,"25,0","10,0", , ,scenario_12308,2898,3333,2,33.0,112,Wszui - dp 190,PRIM,60574,378493,,0,0,1,1,1,0.0,Point,60574,378493
3333,3333,12341,29_Noorddijkpolder 1/40000_standaard,40000,,Wszui - dp 190,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,600,25,5458,"25,0","10,0", , ,scenario_12341,2891,3333,2,33.0,112,Wszui - dp 190,PRIM,60574,378493,,0,0,1,1,1,0.0,Point,60574,378493
3334,3334,12540,28b_Perkpolder oost 1/400 standaard,400,,Wszui - dp 205,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,59,0,200,"25,0","10,0", , ,scenario_12540,2877,3334,2,33.0,112,Wszui - dp 205,PRIM,59959,379598,,0,0,1,1,2,0.0,Point,59959,379598
3334,3334,12307,28b_Perkpolder oost 1/4000_standaard,4000,,Wszui - dp 205,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,170,2,2781,"25,0","10,0", , ,scenario_12307,2870,3334,2,33.0,112,Wszui - dp 205,PRIM,59959,379598,,0,0,1,1,2,0.0,Point,59959,379598
3334,3334,12340,28b_Perkpolder oost 1/40000_standaard,40000,,Wszui - dp 205,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,320,8,3251,"25,0","10,0", , ,scenario_12340,2863,3334,2,33.0,112,Wszui - dp 205,PRIM,59959,379598,,0,0,1,1,2,0.0,Point,59959,379598
3334,3334,12552,28b_Perkpolder oost 1/400000 standaard,400000,,Wszui - dp 205,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,400,15,3480,"25,0","10,0", , ,scenario_12552,2856,3334,2,33.0,112,Wszui - dp 205,PRIM,59959,379598,,0,0,1,1,2,0.0,Point,59959,379598
3335,3335,12418,28a_Perkpolder west 1/400_standaard,400,,Wszui - dp 230,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,4,0,2,"25,0","10,0", , ,scenario_12418,2828,3335,2,33.0,112,Wszui - dp 230,PRIM,58678,380134,,0,0,1,1,1,0.0,Point,58678,380134
3335,3335,12306,28a_Perkpolder west 1/4000_standaard,4000,,Wszui - dp 230,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,5,0,40,"25,0","10,0", , ,scenario_12306,2821,3335,2,33.0,112,Wszui - dp 230,PRIM,58678,380134,,0,0,1,1,1,0.0,Point,58678,380134
3335,3335,12339,28a_Perkpolder west 1/40000_standaard,40000,,Wszui - dp 230,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,74,3,1153,"25,0","10,0", , ,scenario_12339,2814,3335,2,33.0,112,Wszui - dp 230,PRIM,58678,380134,,0,0,1,1,1,0.0,Point,58678,380134
3336,3336,12305,27_Molenpolder 1/4000_standaard,4000,,Wszui - dp 245,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,46,1,326,"25,0","10,0", , ,scenario_12305,2807,3336,2,33.0,112,Wszui - dp 245,PRIM,57585,380570,,0,0,0,1,1,0.0,Point,57585,380570
3336,3336,12338,27_Molenpolder 1/40000_standaard,40000,,Wszui - dp 245,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,240,7,3123,"25,0","10,0", , ,scenario_12338,2800,3336,2,33.0,112,Wszui - dp 245,PRIM,57585,380570,,0,0,0,1,1,0.0,Point,57585,380570
3337,3337,12416,26_Nijspolder 1/400_standaard,400,,Wszui - dp 265,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,76,1,344,"25,0","10,0", , ,scenario_12416,2740,3337,2,33.0,112,Wszui - dp 265,PRIM,56094,379270,,0,0,1,1,1,0.0,Point,56094,379270
3337,3337,12304,26_Nijspolder 1/4000_standaard,4000,,Wszui - dp 265,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,220,5,3090,"25,0","10,0", , ,scenario_12304,2733,3337,2,33.0,112,Wszui - dp 265,PRIM,56094,379270,,0,0,1,1,1,0.0,Point,56094,379270
3337,3337,12337,26_Nijspolder 1/40000_standaard,40000,,Wszui - dp 265,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,430,21,3622,"25,0","10,0", , ,scenario_12337,2726,3337,2,33.0,112,Wszui - dp 265,PRIM,56094,379270,,0,0,1,1,1,0.0,Point,56094,379270
3338,3338,12415,25_Ser Arendspolder 1/400_standaard,400,,Wszui - dp 280,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,4,0,20,"25,0","10,0", , ,scenario_12415,2691,3338,2,33.0,112,Wszui - dp 280,PRIM,55933,377889,,0,0,1,1,2,0.0,Point,55933,377889
3338,3338,12303,25_Ser Arendspolder 1/4000_standaard,4000,,Wszui - dp 280,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,17,0,194,"25,0","10,0", , ,scenario_12303,2684,3338,2,33.0,112,Wszui - dp 280,PRIM,55933,377889,,0,0,1,1,2,0.0,Point,55933,377889
3338,3338,12336,25_Ser Arendspolder 1/40000_standaard,40000,,Wszui - dp 280,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,41,1,257,"25,0","10,0", , ,scenario_12336,2672,3338,2,33.0,112,Wszui - dp 280,PRIM,55933,377889,,0,0,1,1,2,0.0,Point,55933,377889
3338,3338,12551,25_Ser Arendspolder 1/400000 standaard,400000,,Wszui - dp 280,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,280,6,3196,"25,0","10,0", , ,scenario_12551,2665,3338,2,33.0,112,Wszui - dp 280,PRIM,55933,377889,,0,0,1,1,2,0.0,Point,55933,377889
3339,3339,12414,24_Hellegatpolder 1/400_standaard,400,,Wszui - dp 310,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,5,0,2,"25,0","10,0", , ,scenario_12414,2574,3339,2,33.0,112,Wszui - dp 310,PRIM,54841,376066,,0,0,1,1,1,,Point,54841,376066
3339,3339,12390,24_Hellegatpolder 1/4000_standaard,4000,,Wszui - dp 310,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,7,0,9,"25,0","10,0", , ,scenario_12390,2567,3339,2,33.0,112,Wszui - dp 310,PRIM,54841,376066,,0,0,1,1,1,,Point,54841,376066
3339,3339,12391,24_Hellegatpolder 1/40000_standaard,40000,,Wszui - dp 310,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,18,0,63,"25,0","10,0", , ,scenario_12391,2560,3339,2,33.0,112,Wszui - dp 310,PRIM,54841,376066,,0,0,1,1,1,,Point,54841,376066
3340,3340,12413,23_Eendragtpolder 1/400_standaard,400,,Wszui - dp 320,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,7,0,9,"25,0","10,0", , ,scenario_12413,2478,3340,2,33.0,112,Wszui - dp 320,PRIM,53887,375887,,0,0,1,1,1,0.0,Point,53887,375887
3340,3340,12301,23_Eendragtpolder 1/4000_standaard,4000,,Wszui - dp 320,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,17,0,92,"25,0","10,0", , ,scenario_12301,2471,3340,2,33.0,112,Wszui - dp 320,PRIM,53887,375887,,0,0,1,1,1,0.0,Point,53887,375887
3340,3340,12334,23_Eendragtpolder 1/40000_standaard,40000,,Wszui - dp 320,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,35,0,177,"25,0","10,0", , ,scenario_12334,2464,3340,2,33.0,112,Wszui - dp 320,PRIM,53887,375887,,0,0,1,1,1,0.0,Point,53887,375887
3341,3341,12412,22_Kleine Huissenspolder 1/400_standaard,400,,Wszui - dp 360,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,16,18,106,"25,0","10,0", , ,scenario_12412,2371,3341,2,33.0,112,Wszui - dp 360,PRIM,50434,374200,,0,0,1,1,1,0.0,Point,50434,374200
3341,3341,12300,22_Kleine Huissenspolder 1/4000_standaard,4000,,Wszui - dp 360,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,24,25,145,"25,0","10,0", , ,scenario_12300,2364,3341,2,33.0,112,Wszui - dp 360,PRIM,50434,374200,,0,0,1,1,1,0.0,Point,50434,374200
3341,3341,12333,22_Kleine Huissenspolder 1/40000_standaard,40000,,Wszui - dp 360,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,41,34,227,"25,0","10,0", , ,scenario_12333,2357,3341,2,33.0,112,Wszui - dp 360,PRIM,50434,374200,,0,0,1,1,1,0.0,Point,50434,374200
3342,3342,12411,21_Margarethapolder 1/400_standaard,400,,Wszui - dp 365,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,11,0,23,"25,0","10,0", , ,scenario_12411,2294,3342,2,33.0,112,Wszui - dp 365,PRIM,49953,374098,,0,0,1,1,2,0.0,Point,49953,374098
3342,3342,12299,21_Margarethapolder 1/4000_standaard,4000,,Wszui - dp 365,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,83,4,3501,"25,0","10,0", , ,scenario_12299,2287,3342,2,33.0,112,Wszui - dp 365,PRIM,49953,374098,,0,0,1,1,2,0.0,Point,49953,374098
3342,3342,12332,21_Margarethapolder 1/40000_standaard,40000,,Wszui - dp 365,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,210,13,4493,"25,0","10,0", , ,scenario_12332,2280,3342,2,33.0,112,Wszui - dp 365,PRIM,49953,374098,,0,0,1,1,2,0.0,Point,49953,374098
3342,3342,12550,21_Margarethapolder 1/400000 standaard,400000,,Wszui - dp 365,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,350,41,5968,"25,0","10,0", , ,scenario_12550,2266,3342,2,33.0,112,Wszui - dp 365,PRIM,49953,374098,,0,0,1,1,2,0.0,Point,49953,374098
3343,3343,12410,20_Othene 1/400_standaard,400,,Wszui - dp 380,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,76,89,1434,"25,0","10,0", , ,scenario_12410,2163,3343,2,33.0,112,Wszui - dp 380,PRIM,48804,372948,,0,0,1,1,1,0.0,Point,48804,372948
3343,3343,12298,20_Othene 1/4000_standaard,4000,,Wszui - dp 380,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,120,173,3619,"25,0","10,0", , ,scenario_12298,2156,3343,2,33.0,112,Wszui - dp 380,PRIM,48804,372948,,0,0,1,1,1,0.0,Point,48804,372948
3343,3343,12331,20_Othene 1/40000_standaard,40000,,Wszui - dp 380,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,160,248,4010,"25,0","10,0", , ,scenario_12331,2145,3343,2,33.0,112,Wszui - dp 380,PRIM,48804,372948,,0,0,1,1,1,0.0,Point,48804,372948
3344,3344,12427,36_Prosperpolder 1/400_standaard,400,,Wszui - dp 40,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,9,0,47,"25,0","10,0", , ,scenario_12427,3360,3344,2,33.0,112,Wszui - dp 40,PRIM,71676,372353,,0,0,1,1,1,0.0,Point,71676,372353
3344,3344,12313,36_Prosperpolder 1/4000_standaard,4000,,Wszui - dp 40,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,14,2,56,"25,0","10,0", , ,scenario_12313,3353,3344,2,33.0,112,Wszui - dp 40,PRIM,71676,372353,,0,0,1,1,1,0.0,Point,71676,372353
3344,3344,12346,36_Prosperpolder 1/40000_standaard,40000,,Wszui - dp 40,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,18,2,62,"25,0","10,0", , ,scenario_12346,3346,3344,2,33.0,112,Wszui - dp 40,PRIM,71676,372353,,0,0,1,1,1,0.0,Point,71676,372353
3345,3345,12409,19_Terneuzen-Stad 1/400_standaard,400,,Wszui - dp 405,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,59,0,416,"25,0","10,0", , ,scenario_12409,1825,3345,2,33.0,112,Wszui - dp 405,PRIM,46567,373327,,0,0,1,1,1,,Point,46567,373327
3345,3345,12297,19_Terneuzen-Stad 1/4000_standaard,4000,,Wszui - dp 405,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,100,3,955,"25,0","10,0", , ,scenario_12297,1818,3345,2,33.0,112,Wszui - dp 405,PRIM,46567,373327,,0,0,1,1,1,,Point,46567,373327
3345,3345,12330,19_Terneuzen-Stad 1/40000_standaard,40000,,Wszui - dp 405,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,150,18,1689,"25,0","10,0", , ,scenario_12330,1811,3345,2,33.0,112,Wszui - dp 405,PRIM,46567,373327,,0,0,1,1,1,,Point,46567,373327
3346,3346,12707,18_Sluizen Terneuzen 1/40000 (oost) Standaard VNK,40000,,Wszui - dp 427,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,69,28,722,"25,0","10,0", , ,scenario_12707,1720,3346,2,33.0,112,Wszui - dp 427,PRIM,45509,372667,,0,0,0,0,3,0.0,Point,45509,372667
3346,3346,12709,18_Sluizen Terneuzen 1/40000 (oost) toegangsgeul,40000,,Wszui - dp 427,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,270,73,1923,"25,0","10,0", , ,scenario_12709,1727,3346,2,33.0,112,Wszui - dp 427,PRIM,45509,372667,,0,0,0,0,3,0.0,Point,45509,372667
3346,3346,12710,18_Sluizen Terneuzen 1/400000 (oost) standaard VNK,400000,,Wszui - dp 427,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,420,67,1991,"25,0","10,0", , ,scenario_12710,1713,3346,2,33.0,112,Wszui - dp 427,PRIM,45509,372667,,0,0,0,0,3,0.0,Point,45509,372667
3347,3347,12408,17_Willemskerkepolder 1/400_standaard,400,,Wszui - dp 435,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,9,0,57,"25,0","10,0", , ,scenario_12408,1624,3347,2,33.0,112,Wszui - dp 435,PRIM,45110,372786,,0,0,1,1,1,0.0,Point,45110,372786
3347,3347,12296,17_Willemskerkepolder 1/4000_standaard,4000,,Wszui - dp 435,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,20,0,111,"25,0","10,0", , ,scenario_12296,1617,3347,2,33.0,112,Wszui - dp 435,PRIM,45110,372786,,0,0,1,1,1,0.0,Point,45110,372786
3347,3347,12329,17_Willemskerkepolder 1/40000_standaard,40000,,Wszui - dp 435,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,38,1,234,"25,0","10,0", , ,scenario_12329,1610,3347,2,33.0,112,Wszui - dp 435,PRIM,45110,372786,,0,0,1,1,1,0.0,Point,45110,372786
3348,3348,12407,16_Dow Terneuzen 1/400_standaard,400,,Wszui - dp 455,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,180,0,2,"25,0","10,0", , ,scenario_12407,1449,3348,2,33.0,112,Wszui - dp 455,PRIM,44041,374142,,0,0,1,1,2,0.0,Point,44041,374142
3348,3348,12295,16_Dow Terneuzen 1/4000_standaard,4000,,Wszui - dp 455,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,250,0,2,"25,0","10,0", , ,scenario_12295,1437,3348,2,33.0,112,Wszui - dp 455,PRIM,44041,374142,,0,0,1,1,2,0.0,Point,44041,374142
3348,3348,12328,16_Dow Terneuzen 1/40000_standaard,40000,,Wszui - dp 455,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,280,0,10,"25,0","10,0", , ,scenario_12328,1430,3348,2,33.0,112,Wszui - dp 455,PRIM,44041,374142,,0,0,1,1,2,0.0,Point,44041,374142
3348,3348,12548,16_Dow Terneuzen 1/400000 standaard,400000,,Wszui - dp 455,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,310,0,107,"25,0","10,0", , ,scenario_12548,1423,3348,2,33.0,112,Wszui - dp 455,PRIM,44041,374142,,0,0,1,1,2,0.0,Point,44041,374142
3349,3349,12428,37_Hertogin Hedwigepolder 1/400_standaard,400,,Wszui - dp 5,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,11,0,6,"25,0","10,0", , ,scenario_12428,3386,3349,2,33.0,112,Wszui - dp 5,PRIM,74209,373993,,0,0,1,1,1,0.0,Point,74209,373993
3349,3349,12314,37_Hertogin Hedwigepolder 1/4000_standaard,4000,,Wszui - dp 5,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,13,0,21,"25,0","10,0", , ,scenario_12314,3374,3349,2,33.0,112,Wszui - dp 5,PRIM,74209,373993,,0,0,1,1,1,0.0,Point,74209,373993
3349,3349,12347,37_Hertogin Hedwigepolder 1/40000_standaard,40000,,Wszui - dp 5,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,15,0,25,"25,0","10,0", , ,scenario_12347,3367,3349,2,33.0,112,Wszui - dp 5,PRIM,74209,373993,,0,0,1,1,1,0.0,Point,74209,373993
3350,3350,12406,15_Braakmankreek 1/400_standaard,400,,Wszui - dp 500,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,49,0,7,"25,0","10,0", , ,scenario_12406,1304,3350,2,33.0,112,Wszui - dp 500,PRIM,41492,373444,,0,0,1,1,1,0.0,Point,41492,373444
3350,3350,12387,15_Braakmankreek 1/4000_standaard,4000,,Wszui - dp 500,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,67,0,12,"25,0","10,0", , ,scenario_12387,1297,3350,2,33.0,112,Wszui - dp 500,PRIM,41492,373444,,0,0,1,1,1,0.0,Point,41492,373444
3350,3350,12388,15_Braakmankreek 1/40000_standaard,40000,,Wszui - dp 500,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,89,0,20,"25,0","10,0", , ,scenario_12388,1283,3350,2,33.0,112,Wszui - dp 500,PRIM,41492,373444,,0,0,1,1,1,0.0,Point,41492,373444
3351,3351,12405,14_Mosselbanken 1/400_standaard,400,,Wszui - dp 510,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,<1,0,2,"25,0","10,0", , ,scenario_12405,1227,3351,2,33.0,112,Wszui - dp 510,PRIM,41497,374273,,0,0,1,1,1,0.0,Point,41497,374273
3351,3351,12293,14_Mosselbanken 1/4000_standaard,4000,,Wszui - dp 510,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,3,0,2,"25,0","10,0", , ,scenario_12293,1220,3351,2,33.0,112,Wszui - dp 510,PRIM,41497,374273,,0,0,1,1,1,0.0,Point,41497,374273
3351,3351,12326,14_Mosselbanken 1/40000_standaard,40000,,Wszui - dp 510,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,8,0,2,"25,0","10,0", , ,scenario_12326,1213,3351,2,33.0,112,Wszui - dp 510,PRIM,41497,374273,,0,0,1,1,1,0.0,Point,41497,374273
3352,3352,12404,13_Paulinapolder 1/400_standaard,400,,Wszui - dp 545,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,28,0,33,"25,0","10,0", , ,scenario_12404,1083,3352,2,33.0,112,Wszui - dp 545,PRIM,38433,374857,,0,0,1,1,2,0.0,Point,38433,374857
3352,3352,12292,13_Paulinapolder 1/4000_standaard,4000,,Wszui - dp 545,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,32,0,50,"25,0","10,0", , ,scenario_12292,1076,3352,2,33.0,112,Wszui - dp 545,PRIM,38433,374857,,0,0,1,1,2,0.0,Point,38433,374857
3352,3352,12325,13_Paulinapolder 1/40000_standaard,40000,,Wszui - dp 545,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,42,0,63,"25,0","10,0", , ,scenario_12325,1069,3352,2,33.0,112,Wszui - dp 545,PRIM,38433,374857,,0,0,1,1,2,0.0,Point,38433,374857
3352,3352,12547,13_Paulinapolder 1/400000 standaard,400000,,Wszui - dp 545,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,82,1,396,"25,0","10,0", , ,scenario_12547,1062,3352,2,33.0,112,Wszui - dp 545,PRIM,38433,374857,,0,0,1,1,2,0.0,Point,38433,374857
3353,3353,12403,12_ Thomaespolder 1/400_standaard,400,,Wszui - dp 560,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,20,0,11,"25,0","10,0", , ,scenario_12403,931,3353,2,33.0,112,Wszui - dp 560,PRIM,37475,375897,,0,0,1,0,0,0.0,Point,37475,375897
3354,3354,12541,12_Thomaespolder 1/4000 standaard,4000,,Wszui - dp 565,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,26,0,46,"25,0","10,0", , ,scenario_12541,924,3354,2,33.0,112,Wszui - dp 565,PRIM,37119,376237,,0,0,0,1,0,0.0,Point,37119,376237
3355,3355,12402,11_Plaskreek 1/400_standaard,400,,Wszui - dp 570,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,56,1,542,"25,0","10,0", , ,scenario_12402,648,3355,2,33.0,112,Wszui - dp 570,PRIM,36844,376707,,0,0,1,1,1,0.0,Point,36844,376707
3355,3355,12290,11_Plaskreek 1/4000_standaard,4000,,Wszui - dp 570,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,78,3,703,"25,0","10,0", , ,scenario_12290,641,3355,2,33.0,112,Wszui - dp 570,PRIM,36844,376707,,0,0,1,1,1,0.0,Point,36844,376707
3355,3355,12323,11_Plaskreek 1/40000_standaard,40000,,Wszui - dp 570,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,98,5,719,"25,0","10,0", , ,scenario_12323,634,3355,2,33.0,112,Wszui - dp 570,PRIM,36844,376707,,0,0,1,1,1,0.0,Point,36844,376707
3356,3356,12401,10_Hoofdplaatpolder 1/400_standaard,400,,Wszui - dp 630,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,20,0,150,"25,0","10,0", , ,scenario_12401,461,3356,2,33.0,112,Wszui - dp 630,PRIM,31003,378636,,0,0,1,1,1,0.0,Point,31003,378636
3356,3356,12289,10_Hoofdplaatpolder 1/4000_standaard,4000,,Wszui - dp 630,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,28,0,181,"25,0","10,0", , ,scenario_12289,454,3356,2,33.0,112,Wszui - dp 630,PRIM,31003,378636,,0,0,1,1,1,0.0,Point,31003,378636
3356,3356,12322,10_Hoofdplaatpolder 1/40000_standaard,40000,,Wszui - dp 630,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,69,2,750,"25,0","10,0", , ,scenario_12322,447,3356,2,33.0,112,Wszui - dp 630,PRIM,31003,378636,,0,0,1,1,1,0.0,Point,31003,378636
3357,3357,12400,9_Nummer E̩n 1/400_ standaard,400,,Wszui - dp 640,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,4,0,2,"25,0","10,0", , ,scenario_12400,4681,3357,2,33.0,112,Wszui - dp 640,PRIM,30084,378951,,0,0,1,1,1,0.0,Point,30084,378951
3357,3357,12288,9_Nummer E̩n 1/4000 standaard,4000,,Wszui - dp 640,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,12,0,2,"25,0","10,0", , ,scenario_12288,4674,3357,2,33.0,112,Wszui - dp 640,PRIM,30084,378951,,0,0,1,1,1,0.0,Point,30084,378951
3357,3357,12321,9_Nummer E̩n 1/40000 standaard,40000,,Wszui - dp 640,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,21,0,94,"25,0","10,0", , ,scenario_12321,4667,3357,2,33.0,112,Wszui - dp 640,PRIM,30084,378951,,0,0,1,1,1,0.0,Point,30084,378951
3358,3358,12399,8_Elizabethpolder 1/400 _standaard,400,,Wszui - dp 650,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,210,2,1093,"25,0","10,0", , ,scenario_12399,4362,3358,2,33.0,112,Wszui - dp 650,PRIM,29244,379473,,0,0,1,1,1,0.0,Point,29244,379473
3358,3358,12287,8_Elizabethpolder 1/4000 standaard,4000,,Wszui - dp 650,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,310,5,2726,"25,0","10,0", , ,scenario_12287,4355,3358,2,33.0,112,Wszui - dp 650,PRIM,29244,379473,,0,0,1,1,1,0.0,Point,29244,379473
3358,3358,12320,8_Elizabethpolder 1/40000 standaard,40000,,Wszui - dp 650,Dijkring 32 - Zeeuwsch Vlaanderen,Westerschelde,410,12,3236,"25,0","10,0", , ,scenario_12320,4348,3358,2,33.0,112,Wszui - dp 650,PRIM,29244,379473,,0,0,1,1,1,0.0,Point,29244,379473
