breach_id,return_period,log_damage
1093,4000,7.00397413672268
1093,40000,7.0909098220799835
1093,400000,7.0909098220799835
1094,4000,3.58351893845611
1094,40000,4.110873864173311
1094,400000,4.564348191467836
1095,4000,1.791759469228055
1095,40000,2.0794415416798357
1095,400000,2.3978952727983707
1096,4000,3.2188758248682006
1096,40000,3.9889840465642745
1096,400000,4.61512051684126
1097,2000,3.6375861597263857
1097,20000,3.6888794541139363
1097,200000,4.04305126783455
1098,4000,8.31898612539206
1098,40000,8.423529382297993
1098,400000,9.082620630373812
1099,4000,8.38958706681109
1099,40000,8.247505225062291
1099,400000,8.999742789830492
1100,4000,8.497194544909547
1100,40000,8.262047008429636
1100,400000,9.04793908261736
1101,4000,7.696667081526462
1101,40000,8.038959692705115
1101,400000,8.936035096566041
1102,125,6.478509642208569
1102,1250,7.00397413672268
1102,12500,7.244941546337007
1103,125,1.6094379124341003
1103,1250,3.6635616461296463
1103,9000,4.553876891600541
1104,10000,6.8679744089702925
1105,125,7.696667081526462
1105,1250,8.412054873292933
1105,12500,8.665785595466064
1108,1000,6.46302945692067
1108,10000,7.00397413672268
1108,100000,7.170888478512505
1108,1000000,7.3783837129967145
1109,1000,6.7464121285733745
1109,10000,6.846943139585379
1109,100000,7.00397413672268
1109,1000000,7.170888478512505
1110,125,8.24301946898925
1110,1250,9.059633754551479
1110,12500,9.472781556562168
1111,125,7.496097345175956
1111,1250,7.741099090035366
1111,12500,7.937731775260109
1113,1250,9.680406499268875
1113,12500,9.392745258631441
1114,125,8.682877107057168
1114,1250,9.127067452782361
1114,12500,9.61587214452889
1115,125,7.901377353792616
1115,1250,8.497194544909547
1115,12500,8.867990898182093
1125,400,4.30406509320417
1125,4000,4.330733340286331
1125,40000,4.382026634673881
1125,400000,4.454347296253507
1127,10000,5.707110264748875
1127,100000,6.2166061010848646
1127,1000000,6.710523109452428
1128,125,8.612685172875459
1128,1250,8.999742789830492
1128,12500,9.105090961257085
1168,2000,2.302585092994046
1168,20000,2.5649493574615367
1168,200000,2.6390573296152584
1169,2000,1.0986122886681098
1169,20000,1.3862943611198906
1169,200000,1.6094379124341003
1170,2000,3.8501476017100584
1170,20000,4.127134385045092
1170,200000,4.3694478524670215
1171,2000,4.418840607796598
1171,20000,5.400185589442527
1171,200000,4.574710978503383
1172,2000,2.1972245773362196
1172,20000,2.8903717578961645
1172,200000,3.8066624897703196
1173,2000,2.772588722239781
1173,20000,3.6109179126442243
1173,200000,4.0943445622221
1174,2000,3.8918202981106265
1174,20000,3.9889840465642745
1174,200000,4.382026634673881
