breach_id,geometry_x,geometry_y,river,dijkring,breach_name,initial_breach_width,breach_growth_method
1812,147579,416604,Maas,Dijkring 36 - Land van Heusden/de Maaskant,Maaspoort,"-999,0",vast
1813,76655,437200,Scheur,Dijkring 14 - Zuid-Holland,Maassluis_keersluis,"10,0",automatisch
1815,85896,434270,Nieuwe Maas,Dijkring 18 - Pernis,Madroelhaven (Dkr18 km 0.4),"10,0",automatisch
1816,156021,563085,IJsselmeer,Dijkring 06 - Friesland en Groningen,Makkum,"-9999,0", 
1817,191889,442310,Nederrijn,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",MalburgenARK,"-999,0",vast
1819,136279,497286,Markermeer,Dijkring 13b - Marken,Marken_Noordoost_750,"10,0", 
1820,135561,496784,Markermeer,Dijkring 13b - Marken,Marken_Noordwest_1250,"10,0", 
1821,136452,496409,Markermeer,Dijkring 13b - Marken,Marken_Zuid_1750,"10,0", 
1840,209794,503841,Overijsselse Vecht,Dijkring 53 - Salland,Marshoek,"20,0",vast
1854,210307,464549,IJssel,Dijkring 51 - Gorssel,Mettray,"-9999,0",vast
1859,104836,414104,Hollandsch Diep,Dijkring 34 - West-Brabant,Moerdijk Oost,"12,0", 
1860,102572,413690,Hollandsch Diep,Dijkring 34 - West-Brabant,Moerdijk West,"12,0", 
1862,187650,419450,Maas,Dijkring 41 - Land van Maas en Waal,Molenhoek,"-9999,0",vast
1870,155957,546663,IJsselmeer,Dijkring 06 - Friesland en Groningen,Molkwerum,"-999,0", 
1871,134928,483356,Markermeer,Dijkring 44 - Kromme Rijn,Muiden,"10,0",automatisch
1872,192639,506193,IJssel,Dijkring 10 - Mastenbroek,N50 - Zuid Wilsum,"20,0",vast
1873,211982,503221,Vecht,Dijkring 09 - Vollenhove,Na Dalfsen,"20,0",vast
1926,180630,606065,Waddenzee,Dijkring 02 - Ameland,Nes,"10,0",automatisch
1927,223750,418197,Boven Rijn,Dijkring 42 - Ooij en Millingen,NiedermÃ¶rmter,"-999,0", 
1931,100050,434150,Nieuwe Maas,Dijkring 17 - IJsselmonde,"Nieuwe Maas km 991 (dkr17 km 45,0)","10,0",automatisch
1932,99728,434420,Nieuwe Maas,Dijkring 17 - IJsselmonde,"Nieuwe Maas km 991,6 (dkr17 km 44,2)","10,0",automatisch
1933,100655,435567,Nieuwe Maas,Dijkring 15 - Lopiker- en Krimpenerwaard,Nieuwe Maas km 992 (Krimpen aan den IJssel),"10,0",automatisch
1934,97450,435150,Nieuwe Maas,Dijkring 17 - IJsselmonde,"Nieuwe Maas km 994,7 (dkr17 km 41,8)","10,0",automatisch
1935,97215,435056,Nieuwe Maas,Dijkring 17 - IJsselmonde,"Nieuwe Maas km 995 (dkr17 km 41,2)","10,0",automatisch
1936,96450,434450,Nieuwe Maas,Dijkring 17 - IJsselmonde,"Nieuwe Maas km 995,6 (dkr17 km 40,3)","10,0",automatisch
1937,111430,422260,Nieuwe Merwede,Dijkring 22 - Eiland van Dordrecht,"Nieuwe Merwede 971 (Dkr22 km 8,0)","10,0",automatisch
1938,110021,419592,Nieuwe Merwede,Dijkring 22 - Eiland van Dordrecht,"Nieuwe Merwede 974 (Dkr22 km 11,2)","10,0",automatisch
1939,106872,418382,Nieuwe Merwede,Dijkring 22 - Eiland van Dordrecht,"Nieuwe Merwede km 978 (Dkr22 km 15,2)","10,0",automatisch
1940,105442,418723,Nieuwe Merwede,Dijkring 22 - Eiland van Dordrecht,"Nieuwe Merwede km 979 (Dkr22 km 17,4)","10,0",automatisch
1943,130918,497767,Markermeer,Dijkring 13 - Noord-Holland,NIEUWENDAM_0,"10,0", 
1944,76111,436462,Nieuwe Waterweg,Dijkring 19 - Rozenburg,NieuweWaterweg_km1018.8(dkr19 km1.2),"10,0",automatisch
1947,186850,429150,Waal,Dijkring 41 - Land van Maas en Waal,NijmegenHaven,"-999,0",vast
1949,105840,427587,Noord,Dijkring 16 - Alblasserwaard en Vijfheerenlanden,Noord km 977.7 (dkr16 AW112),"10,0",automatisch
1950,104850,427750,Noord,Dijkring 17 - IJsselmonde,"Noord km 978 (dkr17 km 53,9)","10,0",automatisch
1951,103938,429872,Noord,Dijkring 17 - IJsselmonde,"Noord km 980,5 (dkr17 km 51,35)","10,0",automatisch
1952,103339,431719,Noord,Dijkring 16 - Alblasserwaard en Vijfheerenlanden,Noord km 982.7 (dkr16 AW144),"10,0",automatisch
1953,102450,432050,Noord,Dijkring 17 - IJsselmonde,"Noord km 983,4 (dkr17 km 48,3)","10,0",automatisch
1955,143158,529722,IJsselmeer,Dijkring 13 - Noord-Holland,NOORDERDIJK VAN DRECHTERLAND (OOST)_0,"10,0", 
2161,91134,475188,Noordzee,Dijkring 14 - Zuid-Holland,Noordwijk,"10,0",automatisch
2162,133770,591158,Noordzee,Dijkring 04 - Vlieland,noordzee,"10,0",automatisch
2164,62359,432799,Noordzee,Dijkring 20 - Voorne-Putten,Noordzee (dkr20 strandpaal 12),"10,0",automatisch
2165,63973,430264,Noordzee,Dijkring 20 - Voorne-Putten,Noordzee (dkr20 strandpaal 15),"10,0",automatisch
2166,52400,427300,Noordzee,Dijkring 25 - Goeree-Overflakkee,"Noordzee (dkr25 strandpaal 11,75)","10,0",automatisch
2167,52035,427051,Noordzee,Dijkring 25 - Goeree-Overflakkee,"Noordzee (dkr25 strandpaal 12,75)","10,0",automatisch
2168,61000,427500,Noordzee,Dijkring 25 - Goeree-Overflakkee,"Noordzee (dkr25 strandpaal 3,00)","10,0",automatisch
2169,58300,428400,Noordzee,Dijkring 25 - Goeree-Overflakkee,"Noordzee (dkr25 strandpaal 6,00)","10,0",automatisch
2171,199118,515780,Zwarte Water,Dijkring 10 - Mastenbroek,NW Genemuiden,"20,0", 
2173,183160,608440,Noordzee,Dijkring 02 - Ameland,nz oost,"10,0",automatisch
2174,173640,608381,Noordzee,Dijkring 02 - Ameland,nz west,"10,0",automatisch
2180,38404,410482,Noordzee,Dijkring 26 - Schouwen Duivenland,NzSch - dp 160,"10,0", 
2181,38765,410196,Noordzee,Dijkring 26 - Schouwen Duivenland,NzSch - dp 165,"10,0", 
2182,46406,417971,Noordzee,Dijkring 26 - Schouwen Duivenland,NzSch - dp 5,"10,0", 
2183,41103,417649,Noordzee,Dijkring 26 - Schouwen Duivenland,NzSch - dp 60,"10,0", 
2184,36220,402215,Noordzee,Dijkring 28 - Noord-Beveland,NzWal - dp 10,"10,0", 
2185,26892,400921,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 110,"10,0", 
2186,25727,400273,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 125,"10,0", 
2187,23967,399273,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 145,"10,0",automatisch
2188,21942,397889,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 170,"10,0", 
2189,19620,396290,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 195,"10,0", 
2190,20491,393732,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 230,"10,0", 
2191,23273,391516,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 265,"10,0", 
2192,24836,389183,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 295,"10,0", 
2193,26915,386595,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 330,"10,0", 
2194,28545,385448,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 350,"10,0",automatisch
2195,29365,385080,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 365,"10,0", 
2196,32754,401236,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 45,"10,0", 
2197,32419,401552,Noordzee,Dijkring 29 - Walcheren,NzWal - dp 50,"10,0",automatisch
2198,164000,425100,Maas,Dijkring 36 - Land van Heusden/de Maaskant,Oijen,"35,0", 
2208,204219,484744,IJssel,Dijkring 53 - Salland,Olst,"20,0",vast
2252,194183,429660,Waal,Dijkring 42 - Ooij en Millingen,Ooij,"-999,0", 
2265,155400,473622,Nijkerkernauw,Dijkring 45 - Gelderse Vallei,Oostdijk,"50,0",vast
2266,121808,565555,Waddenzee,Dijkring 05 - Texel,OOSTDIJK_2.5,"10,0", 
2272,147946,527670,IJsselmeer,Dijkring 13 - Noord-Holland,OOSTERDIJK VAN DRECHTERLAND_0.5,"10,0", 
2273,185784,431634,Waal,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",OosterhoutARK,"-999,0", 
2283,157148,501728,Markermeer/Eemmeer/Gooimeer,Dijkring 08 - Flevoland,OOSTVAARDERSDIJK_03.4,"-999,0", 
2284,146914,494644,Markermeer/Eemmeer/Gooimeer,Dijkring 08 - Flevoland,OOSTVAARDERSDIJK_16.0,"-999,0", 
2296,67128,393546,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 1035,"10,0",automatisch
2297,68253,393725,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 1047,"10,0",automatisch
2298,69302,393477,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 1060,"10,0", 
2299,70581,392819,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 1075,"10,0",automatisch
2300,72849,383761,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1205,"10,0", 
2301,69828,383759,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1240,"10,0", 
2302,68235,383077,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1260,"10,0", 
2303,67509,383637,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1270,"10,0", 
2304,66197,384356,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1285,"10,0", 
2305,64563,385919,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1310,"10,0", 
2306,63352,387374,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1330,"10,0", 
2307,49672,410700,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 135,"10,0", 
2308,62611,389623,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1355,"10,0", 
2309,62146,391233,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1375,"10,0", 
2310,60888,391838,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1390,"10,0", 
2311,60015,392771,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1410,"10,0", 
2312,59102,389742,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1445,"10,0", 
2313,59336,386730,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS - dp 1475,"10,0", 
2314,58895,386791,Oosterschelde,Dijkring 30 - Zuid-Beveland - west,OS - dp 1490,"10,0", 
2315,40865,410555,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 15,"10,0", 
2316,58823,390314,Oosterschelde,Dijkring 30 - Zuid-Beveland - west,OS - dp 1525,"10,0",automatisch
2317,59563,392641,Oosterschelde,Dijkring 30 - Zuid-Beveland - west,OS - dp 1555,"10,0",automatisch
2318,58928,393310,Oosterschelde,Dijkring 30 - Zuid-Beveland - west,OS - dp 1580,"10,0", 
2319,54884,394003,Oosterschelde,Dijkring 30 - Zuid-Beveland - west,OS - dp 1625,"10,0",automatisch
2320,53881,395032,Oosterschelde,Dijkring 30 - Zuid-Beveland - west,OS - dp 1645,"10,0", 
2321,51146,408263,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 165,"10,0", 
2322,53871,395553,Oosterschelde,Dijkring 30 - Zuid-Beveland - west,OS - dp 1650,"10,0", 
2323,53083,396023,Oosterschelde,Dijkring 30 - Zuid-Beveland - west,OS - dp 1660,"10,0", 
2324,51338,395731,Oosterschelde,Dijkring 30 - Zuid-Beveland - west,OS - dp 1685,"10,0", 
2325,49851,397046,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1720,"10,0", 
2326,50218,397420,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1725,"10,0", 
2327,51423,398700,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1750,"10,0", 
2328,49812,401771,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1795,"10,0", 
2329,51432,406840,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 180,"10,0", 
2330,48666,402503,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1810,"10,0", 
2331,46458,402640,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1835,"10,0", 
2332,43404,402264,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1872,"10,0", 
2333,41736,402131,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1890,"10,0", 
2334,40782,401909,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1900,"10,0", 
2335,39466,401487,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1915,"10,0", 
2336,37858,402358,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1935,"10,0", 
2337,37295,402335,Oosterschelde,Dijkring 28 - Noord-Beveland,OS - dp 1940,"10,0", 
2338,54292,405939,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 255,"10,0", 
2339,55105,405427,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 270,"10,0", 
2340,56094,404359,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 285,"10,0", 
2341,60321,404519,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 335,"10,0", 
2342,60676,404753,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 340,"10,0", 
2343,64721,406747,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 390,"10,0", 
2344,65190,406967,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 395,"10,0", 
2345,71844,405800,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 555,"10,0", 
2346,67581,407876,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 605,"10,0", 
2347,65875,406457,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 630,"10,0", 
2348,66731,405107,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 650,"10,0", 
2349,68734,403495,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 680,"10,0",automatisch
2350,45340,413260,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 70,"10,0", 
2351,70500,403614,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 700,"10,0",automatisch
2352,70892,403952,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 705,"10,0", 
2353,71065,403097,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 720,"10,0", 
2354,69964,402418,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 735,"10,0", 
2355,69303,401802,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 745,"10,0",automatisch
2356,67294,401699,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 765,"10,0", 
2357,66160,402550,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 785,"10,0", 
2358,65192,403324,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 795,"10,0", 
2359,64215,403495,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 810,"10,0", 
2360,63748,403393,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 815,"10,0",automatisch
2361,62442,402857,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 830,"10,0", 
2362,61158,402176,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 845,"10,0", 
2363,46683,412944,Oosterschelde,Dijkring 26 - Schouwen Duivenland,OS - dp 85,"10,0", 
2364,58885,401402,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 875,"10,0", 
2365,60418,398515,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 925,"10,0", 
2366,60930,397674,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 940,"10,0",automatisch
2367,62948,395595,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 975,"10,0",automatisch
2368,63647,394490,Oosterschelde,Dijkring 27 - Tholen en St. Philipsland,OS - dp 990,"10,0", 
2369,62356,390114,Oosterschelde,Dijkring 31 - Zuid-Beveland - oost,OS â€“ dp 1361,"10,0", 
2383,83950,429550,Oude Maas,Dijkring 17 - IJsselmonde,"Oude Maas km 1001,2 (dkr17 km 19,4)","10,0",automatisch
2384,83306,429595,Oude Maas,Dijkring 20 - Voorne-Putten,"Oude Maas km 1001,5 (dkr20 km 30,0)","10,0",automatisch
2385,82740,430200,Oude Maas,Dijkring 20 - Voorne-Putten,"Oude Maas km 1002,4 (dkr20 km 30,85)","10,0",automatisch
2386,82527,430730,Oude Maas,Dijkring 20 - Voorne-Putten,"Oude Maas km 1002,9 (dkr20 km 31,6)","10,0",automatisch
2387,105299,425358,Oude Maas,Dijkring 22 - Eiland van Dordrecht,"Oude Maas km 977 (Dkr22 km 35,2)","10,0",automatisch
2388,101677,423049,Oude Maas,Dijkring 21 - Hoekse Waard,"Oude Maas km 981 (Dkr21 km 16,4)","10,0",automatisch
2389,100550,424650,Oude Maas,Dijkring 17 - IJsselmonde,"Oude Maas km 982,3 (dkr17 km 61,5)","10,0",automatisch
2390,98994,424637,Oude Maas,Dijkring 21 - Hoekse Waard,"Oude Maas km 983,7 (Dkr21 km 12,8)","10,0",automatisch
2391,98250,426050,Oude Maas,Dijkring 17 - IJsselmonde,"Oude Maas km 985,4 (dkr17 km 2,2)","10,0",automatisch
2392,97450,426285,Oude Maas,Dijkring 21 - Hoekse Waard,"Oude Maas km 986 (Dkr21 km 10,3)","10,0",automatisch
2393,97950,426950,Oude Maas,Dijkring 17 - IJsselmonde,"Oude Maas km 986,3 (dkr17 km 3,2)","10,0",automatisch
2394,96850,427650,Oude Maas,Dijkring 17 - IJsselmonde,"Oude Maas km 987,3 (dkr17 km 4,7)","10,0",automatisch
2395,91850,427850,Oude Maas,Dijkring 17 - IJsselmonde,"Oude Maas km 992,4 (dkr17 km 10,4)","10,0",automatisch
2396,91934,427189,Oude Maas,Dijkring 21 - Hoekse Waard,"Oude Maas km 993,6 (Dkr21 km 3,2)","10,0",automatisch
2397,89513,427586,Oude Maas,Dijkring 21 - Hoekse Waard,"Oude Maas km 994,5 (Dkr21 km 2,2)","10,0",automatisch
2398,89450,428750,Oude Maas,Dijkring 17 - IJsselmonde,"Oude Maas km 995,5 (dkr17 km 13,1)","10,0",automatisch
2399,87850,429050,Oude Maas,Dijkring 17 - IJsselmonde,"Oude Maas km 996,9 (dkr17 km 14,9)","10,0",automatisch
2400,87272,428967,Oude Maas,Dijkring 17 - IJsselmonde,"Oude Maas km 997,4 (dkr17 km 15,7)","10,0",automatisch
2401,85950,428950,Oude Maas,Dijkring 17 - IJsselmonde,"Oude Maas km 998,9 (dkr17 km 17,2)","10,0",automatisch
2402,85095,428437,Oude Maas,Dijkring 20 - Voorne-Putten,"Oude Maas km 999,5 (dkr20 km 27,6)","10,0",automatisch
2414,217750,504546,Vecht,Dijkring 09 - Vollenhove,Oudleusen,"20,0",vast
2418,124593,414594,Bergsche Maas,Dijkring 35 - Donge,OverdiepschePolder,"-999,0",vast
2423,118000,418700,Steurgat,Dijkring 24 - Land van Altena,Pauluszand,"10,0",vast
2425,105570,531299,Noordzee,Dijkring 13 - Noord-Holland,PETTEMER ZEEWERING_0,"10,0", 
2519,150952,440562,Lek,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",Ravenswaaij,"-999,0",vast
2523,216201,501999,Overijsselse Vecht,Dijkring 53 - Salland,Rechteren,"20,0",vast
2531,207264,452787,IJssel,Dijkring 49 - IJsselland,Rha,"-999,0",vast
2532,177137,539747,IJsselmeer,Dijkring 06 - Friesland en Groningen,Riensluis,"-9999,0", 
2548,118569,560994,Waddenzee,Dijkring 05 - Texel,RIJKSZEEWERING BOLWERK_0.5,"10,0", 
2550,93748,435284,Nieuwe Maas,Dijkring 17 - IJsselmonde,"Rijnhaven (dkr17 km 36,5)","200,0",vast
2554,190883,443248,Nederrijn,Dijkring 47 - Arnhemse- en Velpsebroek,RijnkadeArnhem,"-999,0", 
2820,95526,436354,Nieuwe Maas,Dijkring 14 - Zuid-Holland,Rotterdam Honingerdijk (Hmp. 10),"10,0",automatisch
2821,94490,437575,Nieuwe Maas,Dijkring 14 - Zuid-Holland,Rotterdam_Boerengatsluis,"10,0",automatisch
2822,91398,435953,Nieuwe Maas,Dijkring 14 - Zuid-Holland,Rotterdam_Parksluizen,"13,57",vast
2837,69450,446850,Noordzee,Dijkring 14 - Zuid-Holland,s-Gravenzande,"10,0",automatisch
2838,195848,443336,IJssel,Dijkring 47 - Arnhemse- en Velpsebroek,Schaapdijk,"-999,0", 
2843,129989,512272,Markermeer,Dijkring 13 - Noord-Holland,SCHARDAM EN KEUKENDIJK,"10,0", 
2845,73328,399846,Schelde - Rijnkanaal,Dijkring 34 - West-Brabant (regionaal),Schelde-Rijnkanaal 1,"-999,0",automatisch
2846,74410,394572,Schelde - Rijnkanaal,Dijkring 27 - Tholen en St. Philipsland,Schelde-Rijnkanaal 13 KM,"10,0",automatisch
2847,73455,392155,Schelde - Rijnkanaal,Dijkring 27 - Tholen en St. Philipsland,Schelde-Rijnkanaal 16 KM,"10,0",automatisch
2848,71387,392287,Schelde - Rijnkanaal,Dijkring 27 - Tholen en St. Philipsland,Schelde-Rijnkanaal 19 KM,"10,0",automatisch
2849,75526,396263,Schelde - Rijnkanaal,Dijkring 34 - West-Brabant (regionaal),Schelde-Rijnkanaal 2,"-999,0",automatisch
2850,76103,391109,Schelde - Rijnkanaal,Dijkring 34 - West-Brabant (regionaal),Schelde-Rijnkanaal 3,"-999,0",automatisch
2851,74623,388802,Schelde - Rijnkanaal,Dijkring 34 - West-Brabant (regionaal),Schelde-Rijnkanaal 4,"-999,0",automatisch
2852,75352,392142,Schelde - Rijnkanaal,Dijkring 34 - West-Brabant (regionaal),Schelde-Rijnkanaal 5,"-999,0",automatisch
2853,74541,382267,Schelde - Rijnkanaal,Dijkring 31 - Zuid-Beveland - oost,"Schelde-Rijnkanaal ZB 0,5 KM","10,0",automatisch
2854,126134,488522,Markermeer,Dijkring 13 - Noord-Holland,SCHELLINGWOUDERDIJK_2,"10,0", 
2928,79221,458241,Noordzee,Dijkring 14 - Zuid-Holland,ScheveningenBoulevard,"10,0",automatisch
2929,78339,456199,Noordzee,Dijkring 14 - Zuid-Holland,ScheveningenUitwateringssluis,"10,0",automatisch
2930,87670,435620,Nieuwe Maas,Dijkring 14 - Zuid-Holland,Schiedam_sluisBuitenhaven,"10,0",automatisch
2931,90407,435456,Nieuwe Maas,Dijkring 14 - Zuid-Holland,Schiemond (dp S 053),"10,0",automatisch
2932,207404,609925,Waddenzee,Dijkring 01 - Schiermonnikoog,Schiermonnikoog,"-999,0", 
2934,206841,426806,Boven Rijn,Dijkring 42 - Ooij en Millingen,Schleuse Brienen,"-999,0", 
2937,161858,583903,Waddenzee,Dijkring 06 - Friesland en Groningen,Sexbierum,"-9999,0", 
2938,149848,467556,Eem,Dijkring 45 - Gelderse Vallei,Slaagse dijk,"50,0",vast
2940,187025,420250,Maas,Dijkring 41 - Land van Maas en Waal,SluisHeumenMWK,"-9999,0",vast
2941,153050,440550,Lek,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",SluisRijswijkARK,"-999,0",vast
2942,159613,434766,Waal,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",SluisTielARK,"-999,0",vast
2943,184950,429550,Waal,Dijkring 41 - Land van Maas en Waal,SluisWeurtMWK,"-9999,0",vast
2944,206624,429569,Boven Rijn,Dijkring 48 - Rijn en IJssel,Spijk,"-9999,0",vast
2945,191966,507596,IJssel,Dijkring 10 - Mastenbroek,Spoorlijn - N50,"20,0",vast
2947,84594,425797,Spui,Dijkring 21 - Hoekse Waard,"Spui km 1000,8 (Dkr21 km 65,6)","10,0",automatisch
2948,84083,426197,Spui,Dijkring 20 - Voorne-Putten,"Spui km 1001,3 (dkr20 km 22,8)","10,0",automatisch
2949,83370,426121,Spui,Dijkring 20 - Voorne-Putten,"Spui km 1002 (dkr20 km 22,0)","10,0",automatisch
2950,80545,425193,Spui,Dijkring 20 - Voorne-Putten,"Spui km 1005 (dkr20 km 19,0)","10,0",automatisch
2951,80085,424894,Spui,Dijkring 20 - Voorne-Putten,"Spui km 1005,5 (dkr20 km 18,4)","10,0",automatisch
2952,79346,424272,Spui,Dijkring 21 - Hoekse Waard,"Spui km 1006,6 (Dkr21 km 59,6)","10,0",automatisch
2953,79309,424871,Spui,Dijkring 20 - Voorne-Putten,"Spui km 1006,8 (dkr20 km 17,6)","10,0",vast
2954,78490,424641,Spui,Dijkring 20 - Voorne-Putten,"Spui km 1007,5 (dkr20 km 16,6)","10,0",automatisch
2955,77158,421893,Spui,Dijkring 21 - Hoekse Waard,"Spui km 1011 (Dkr21 km 55,6)","10,0",automatisch
2956,88268,427136,Spui,Dijkring 21 - Hoekse Waard,"Spui km 996,6 (Dkr21 km 0,4)","10,0",automatisch
2957,86298,427217,Spui,Dijkring 20 - Voorne-Putten,"Spui km 998,5 (dkr20 km 25,4)","10,0",automatisch
2958,226000,419740,Boven Rijn,Dijkring 48 - Rijn en IJssel,Stadt Rees,"-999,0", 
2977,153929,542967,IJsselmeer,Dijkring 06 - Friesland en Groningen,Stavoren,"-9999,0", 
2996,106971,534192,Noordzee,Dijkring 13 - Noord-Holland,STRAND / DUIN KM_11,"10,0", 
2997,108458,540342,Noordzee,Dijkring 13 - Noord-Holland,STRAND _ DUIN KM_17,"10,0", 
2998,103263,516263,Noordzee,Dijkring 13 - Noord-Holland,STRAND _ DUIN KM_37.5,"10,0", 
2999,109796,549405,Noordzee,Dijkring 13 - Noord-Holland,STRAND _ DUIN KM_4.2,"10,0", 
3009,181696,594964,Waddenzee,Dijkring 06 - Friesland en Groningen,Tempeltje,"-999,0", 
3010,183432,596365,Waddenzee,Dijkring 06 - Friesland en Groningen,Tempeltje,"-9999,0", 
3011,70546,448232,Noordzee,Dijkring 14 - Zuid-Holland,Ter Heijde,"10,0",automatisch
3012,70550,448250,Noordzee,Dijkring 14 - Zuid-Holland,Ter Heijde,"10,0",automatisch
3014,159233,433695,Waal,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",TielOost,"-9999,0",vast
3015,158446,432734,Waal,"Dijkring 43 - Betuwe, Tieler- en Culemborgerwaard",TielWest,"-999,0",vast
3016,190250,429550,Waal,Dijkring 42 - Ooij en Millingen,Tiengeboden,"-9999,0",vast
3024,206500,472550,IJssel,Dijkring 52 - Oost Veluwe,tSchol,"-9999,0",vast
3025,157309,576426,Waddenzee,Dijkring 06 - Friesland en Groningen,TsjerkHiddessluis,"-9999,0", 
3027,132371,491871,Markermeer,Dijkring 13 - Noord-Holland,UITDAMMERDIJK_3.5,"10,0", 
3028,129926,488816,Markermeer,Dijkring 13 - Noord-Holland,UITDAMMERDIJK_8,"10,0", 
3077,197258,505378,IJssel,Dijkring 10 - Mastenbroek,Veecaten,"20,0",vast
3081,197872,513596,Zwarte Water,Dijkring 10 - Mastenbroek,VEGS,"20,0",vast
3082,203046,513505,Zwarte Water,Dijkring 09 - Vollenhove,Veldiger binnenland,"20,0",vast
3083,212087,457971,IJssel,Dijkring 50 - Zutphen,Vierakker,"-9999,0",vast
